user_id,age_group,city_tier,income_band,acquisition_channel,device_os,registration_date
U03852,18-24,Tier 2,Mid,Organic,Android,2024-01-09
U03853,25-34,Tier 1,High,Organic,Android,2024-03-31
U03854,45-54,Tier 2,Low,Paid Ads,iOS,2024-01-20
U03855,35-44,Tier 2,Low,Referral,Android,2024-01-02
U03856,18-24,Tier 1,High,Partnership,iOS,2024-01-28
U03857,25-34,Tier 1,Low,Organic,iOS,2024-03-05
U03858,25-34,Tier 1,High,Branch,iOS,2024-02-28
U03859,25-34,Tier 2,Mid,Referral,Android,2024-02-17
U03860,35-44,Tier 2,Mid,Referral,Android,2024-01-08
U03861,35-44,Tier 2,Mid,Referral,Android,2024-03-20
U03862,25-34,Tier 3,Low,Paid Ads,iOS,2024-03-22
U03863,25-34,Tier 3,Mid,Organic,Android,2024-03-26
U03864,18-24,Tier 2,High,Organic,Android,2024-03-19
U03865,18-24,Tier 1,Mid,Paid Ads,iOS,2024-04-26
U03866,25-34,Tier 2,Mid,Organic,Android,2024-03-02
U03867,25-34,Tier 1,Mid,Organic,Android,2024-03-25
U03868,35-44,Tier 2,Low,Partnership,Android,2024-03-03
U03869,35-44,Tier 2,Mid,Organic,Android,2024-01-03
U03870,18-24,Tier 1,Mid,Referral,Android,2024-01-01
U03871,25-34,Tier 3,Mid,Organic,Android,2024-03-09
U03872,18-24,Tier 1,Mid,Referral,iOS,2024-03-11
U03873,18-24,Tier 2,Mid,Paid Ads,iOS,2024-02-22
U03874,35-44,Tier 1,High,Organic,Android,2024-01-02
U03875,18-24,Tier 3,Mid,Partnership,iOS,2024-01-03
U03876,25-34,Tier 1,Low,Branch,Android,2024-03-08
U03877,18-24,Tier 1,Mid,Organic,Android,2024-04-02
U03878,45-54,Tier 1,Mid,Branch,iOS,2024-02-05
U03879,25-34,Tier 1,Mid,Referral,iOS,2024-03-09
U03880,18-24,Tier 1,High,Organic,Android,2024-02-06
U03881,25-34,Tier 2,Mid,Organic,Android,2024-01-03
U03882,35-44,Tier 1,Mid,Referral,iOS,2024-03-05
U03883,55+,Tier 1,Mid,Paid Ads,Android,2024-04-14
U03884,18-24,Tier 1,Low,Referral,iOS,2024-03-30
U03885,45-54,Tier 3,Low,Partnership,Android,2024-03-27
U03886,45-54,Tier 2,High,Paid Ads,iOS,2024-02-25
U03887,45-54,Tier 2,Mid,Referral,Android,2024-04-13
U03888,25-34,Tier 2,Low,Paid Ads,Android,2024-04-26
U03889,25-34,Tier 1,Low,Branch,Android,2024-01-23
U03890,25-34,Tier 1,Mid,Organic,Android,2024-01-14
U03891,35-44,Tier 1,Mid,Referral,iOS,2024-01-13
U03892,25-34,Tier 3,High,Paid Ads,Android,2024-03-08
U03893,35-44,Tier 3,Low,Paid Ads,Android,2024-01-20
U03894,25-34,Tier 2,High,Paid Ads,Android,2024-01-31
U03895,35-44,Tier 1,Mid,Referral,Android,2024-01-25
U03896,35-44,Tier 1,Mid,Paid Ads,Android,2024-03-20
U03897,18-24,Tier 1,Mid,Paid Ads,Android,2024-03-08
U03898,35-44,Tier 2,Low,Paid Ads,Android,2024-02-02
U03899,25-34,Tier 1,High,Organic,Android,2024-04-14
U03900,35-44,Tier 3,Low,Paid Ads,iOS,2024-02-15
U03901,25-34,Tier 1,Low,Referral,iOS,2024-02-04
U03902,25-34,Tier 3,High,Paid Ads,iOS,2024-04-11
U03903,45-54,Tier 2,Mid,Branch,Android,2024-02-20
U03904,18-24,Tier 2,High,Paid Ads,Android,2024-01-11
U03905,35-44,Tier 2,Mid,Organic,Android,2024-02-17
U03906,25-34,Tier 2,Mid,Referral,Android,2024-02-21
U03907,25-34,Tier 2,High,Partnership,Android,2024-02-28
U03908,25-34,Tier 2,Low,Partnership,Android,2024-03-13
U03909,25-34,Tier 2,High,Paid Ads,Android,2024-02-01
U03910,25-34,Tier 3,Low,Organic,iOS,2024-03-30
U03911,18-24,Tier 2,High,Paid Ads,iOS,2024-01-29
U03912,18-24,Tier 2,Low,Paid Ads,iOS,2024-02-08
U03913,18-24,Tier 3,Mid,Branch,Android,2024-03-28
U03914,55+,Tier 1,High,Paid Ads,Android,2024-04-15
U03915,55+,Tier 1,Mid,Paid Ads,Android,2024-04-18
U03916,25-34,Tier 2,Mid,Paid Ads,Android,2024-01-11
U03917,35-44,Tier 2,High,Referral,Android,2024-03-24
U03918,25-34,Tier 3,Mid,Partnership,Android,2024-04-19
U03919,35-44,Tier 1,High,Paid Ads,Android,2024-03-24
U03920,35-44,Tier 2,Mid,Branch,iOS,2024-04-07
U03921,45-54,Tier 2,Low,Paid Ads,iOS,2024-01-05
U03922,25-34,Tier 1,Low,Organic,Android,2024-01-12
U03923,35-44,Tier 2,Low,Paid Ads,Android,2024-02-21
U03924,18-24,Tier 3,Low,Organic,iOS,2024-02-18
U03925,55+,Tier 1,Mid,Referral,Android,2024-02-18
U03926,18-24,Tier 2,Low,Referral,Android,2024-03-11
U03927,25-34,Tier 2,Low,Paid Ads,Android,2024-03-01
U03928,35-44,Tier 1,Low,Paid Ads,Android,2024-01-08
U03929,35-44,Tier 1,High,Organic,Android,2024-03-22
U03930,18-24,Tier 3,Mid,Paid Ads,iOS,2024-01-02
U03931,45-54,Tier 1,Mid,Referral,Android,2024-03-30
U03932,18-24,Tier 1,High,Branch,Android,2024-01-22
U03933,25-34,Tier 1,Low,Paid Ads,Android,2024-01-11
U03934,18-24,Tier 2,High,Paid Ads,iOS,2024-03-04
U03935,25-34,Tier 2,Mid,Organic,Android,2024-04-18
U03936,25-34,Tier 2,Low,Partnership,Android,2024-02-25
U03937,25-34,Tier 1,Mid,Paid Ads,Android,2024-03-23
U03938,18-24,Tier 3,Mid,Branch,Android,2024-04-10
U03939,18-24,Tier 1,Mid,Organic,Android,2024-02-12
U03940,25-34,Tier 1,High,Referral,Android,2024-03-13
U03941,35-44,Tier 2,Low,Paid Ads,iOS,2024-04-19
U03942,45-54,Tier 1,Low,Organic,iOS,2024-01-13
U03943,18-24,Tier 3,Low,Referral,Android,2024-04-24
U03944,25-34,Tier 3,Low,Branch,Android,2024-03-08
U03945,18-24,Tier 1,Low,Referral,Android,2024-01-06
U03946,18-24,Tier 3,High,Branch,iOS,2024-01-30
U03947,35-44,Tier 2,Low,Organic,Android,2024-01-28
U03948,25-34,Tier 3,Mid,Paid Ads,iOS,2024-04-25
U03949,18-24,Tier 1,Mid,Paid Ads,iOS,2024-04-21
U03950,18-24,Tier 2,High,Paid Ads,iOS,2024-03-29
U03951,18-24,Tier 1,High,Branch,iOS,2024-04-23
U03952,35-44,Tier 3,Mid,Organic,iOS,2024-03-13
U03953,55+,Tier 1,High,Partnership,Android,2024-03-01
U03954,18-24,Tier 2,Mid,Paid Ads,Android,2024-02-04
U03955,18-24,Tier 1,High,Referral,Android,2024-01-06
U03956,45-54,Tier 1,Mid,Branch,Android,2024-01-10
U03957,45-54,Tier 2,Low,Referral,Android,2024-03-28
U03958,25-34,Tier 3,Mid,Partnership,Android,2024-02-05
U03959,18-24,Tier 2,Mid,Referral,Android,2024-04-25
U03960,18-24,Tier 3,Mid,Partnership,Android,2024-03-10
U03961,25-34,Tier 1,Low,Paid Ads,Android,2024-03-13
U03962,25-34,Tier 2,Mid,Organic,Android,2024-03-25
U03963,18-24,Tier 2,High,Paid Ads,Android,2024-01-05
U03964,25-34,Tier 1,Low,Organic,Android,2024-01-23
U03965,18-24,Tier 2,Mid,Referral,iOS,2024-04-18
U03966,35-44,Tier 2,Mid,Organic,Android,2024-02-10
U03967,25-34,Tier 2,High,Organic,Android,2024-01-03
U03968,18-24,Tier 2,High,Organic,Android,2024-01-27
U03969,25-34,Tier 2,Mid,Paid Ads,Android,2024-03-16
U03970,25-34,Tier 1,Mid,Paid Ads,Android,2024-01-19
U03971,55+,Tier 1,Low,Paid Ads,iOS,2024-04-06
U03972,25-34,Tier 2,Mid,Organic,Android,2024-04-15
U03973,18-24,Tier 1,Mid,Paid Ads,Android,2024-04-01
U03974,35-44,Tier 1,High,Paid Ads,Android,2024-04-15
U03975,18-24,Tier 1,Mid,Referral,Android,2024-02-20
U03976,45-54,Tier 2,Low,Partnership,iOS,2024-01-10
U03977,25-34,Tier 1,Mid,Paid Ads,Android,2024-02-08
U03978,25-34,Tier 2,Mid,Paid Ads,iOS,2024-01-21
U03979,18-24,Tier 2,Low,Referral,Android,2024-03-13
U03980,25-34,Tier 1,Low,Organic,iOS,2024-01-31
U03981,35-44,Tier 2,Low,Partnership,Android,2024-03-13
U03982,35-44,Tier 2,High,Partnership,Android,2024-04-16
U03983,18-24,Tier 2,Low,Organic,iOS,2024-04-18
U03984,18-24,Tier 2,Low,Referral,Android,2024-02-19
U03985,35-44,Tier 1,High,Paid Ads,Android,2024-03-27
U03986,45-54,Tier 2,Mid,Paid Ads,Android,2024-04-24
U03987,18-24,Tier 1,Low,Partnership,Android,2024-03-10
U03988,25-34,Tier 3,Low,Organic,Android,2024-02-12
U03989,25-34,Tier 3,Low,Referral,Android,2024-02-19
U03990,45-54,Tier 2,Low,Organic,Android,2024-04-06
U03991,18-24,Tier 1,Low,Referral,Android,2024-04-04
U03992,18-24,Tier 1,Mid,Organic,Android,2024-01-18
U03993,35-44,Tier 1,Low,Partnership,Android,2024-04-11
U03994,18-24,Tier 2,Mid,Paid Ads,iOS,2024-03-29
U03995,25-34,Tier 1,High,Partnership,Android,2024-04-02
U03996,25-34,Tier 2,Mid,Organic,iOS,2024-01-11
U03997,25-34,Tier 1,High,Organic,Android,2024-03-05
U03998,25-34,Tier 3,Mid,Referral,Android,2024-04-05
U03999,25-34,Tier 1,Mid,Referral,Android,2024-02-14
U04000,18-24,Tier 3,Mid,Partnership,Android,2024-01-07
U04001,25-34,Tier 3,Low,Referral,iOS,2024-01-13
U04002,35-44,Tier 2,Low,Organic,Android,2024-02-25
U04003,35-44,Tier 2,Mid,Organic,Android,2024-01-30
U04004,18-24,Tier 1,Mid,Organic,iOS,2024-04-17
U04005,18-24,Tier 2,Mid,Partnership,iOS,2024-01-10
U04006,18-24,Tier 1,High,Referral,Android,2024-02-13
U04007,25-34,Tier 1,Mid,Paid Ads,Android,2024-03-18
U04008,25-34,Tier 2,Mid,Paid Ads,Android,2024-04-08
U04009,35-44,Tier 2,Mid,Organic,Android,2024-03-19
U04010,18-24,Tier 2,High,Organic,Android,2024-03-17
U04011,18-24,Tier 1,High,Partnership,Android,2024-02-20
U04012,25-34,Tier 1,High,Paid Ads,iOS,2024-04-09
U04013,35-44,Tier 1,Low,Referral,Android,2024-02-11
U04014,18-24,Tier 1,Mid,Organic,Android,2024-01-04
U04015,25-34,Tier 1,Low,Organic,iOS,2024-03-22
U04016,18-24,Tier 1,Low,Referral,Android,2024-02-04
U04017,45-54,Tier 1,High,Organic,Android,2024-04-10
U04018,45-54,Tier 3,Low,Organic,iOS,2024-02-27
U04019,18-24,Tier 1,High,Referral,Android,2024-03-03
U04020,18-24,Tier 2,Low,Organic,Android,2024-01-30
U04021,25-34,Tier 1,High,Organic,Android,2024-02-15
U04022,18-24,Tier 3,Low,Partnership,Android,2024-03-11
U04023,35-44,Tier 2,Mid,Paid Ads,iOS,2024-02-18
U04024,35-44,Tier 1,Low,Branch,Android,2024-02-25
U04025,35-44,Tier 2,Mid,Referral,Android,2024-01-24
U04026,35-44,Tier 1,Mid,Paid Ads,Android,2024-03-28
U04027,25-34,Tier 2,Mid,Organic,iOS,2024-03-15
U04028,18-24,Tier 1,Low,Paid Ads,Android,2024-03-25
U04029,35-44,Tier 3,Low,Organic,Android,2024-02-18
U04030,25-34,Tier 1,Low,Organic,iOS,2024-01-11
U04031,35-44,Tier 1,Mid,Branch,iOS,2024-04-08
U04032,18-24,Tier 2,High,Paid Ads,Android,2024-03-20
U04033,18-24,Tier 1,High,Branch,Android,2024-02-07
U04034,55+,Tier 3,Low,Referral,Android,2024-04-12
U04035,18-24,Tier 2,Mid,Referral,Android,2024-02-01
U04036,55+,Tier 2,Mid,Referral,Android,2024-04-01
U04037,55+,Tier 1,Low,Paid Ads,Android,2024-01-10
U04038,35-44,Tier 3,Mid,Paid Ads,Android,2024-01-11
U04039,35-44,Tier 2,Mid,Branch,Android,2024-02-04
U04040,25-34,Tier 1,Low,Organic,iOS,2024-01-20
U04041,45-54,Tier 1,Low,Paid Ads,Android,2024-02-18
U04042,18-24,Tier 1,Low,Referral,Android,2024-04-01
U04043,25-34,Tier 3,Mid,Organic,iOS,2024-04-10
U04044,25-34,Tier 1,Low,Paid Ads,Android,2024-03-22
U04045,25-34,Tier 2,Low,Paid Ads,Android,2024-01-20
U04046,25-34,Tier 1,Mid,Organic,Android,2024-04-04
U04047,25-34,Tier 1,Low,Organic,Android,2024-02-19
U04048,25-34,Tier 2,Low,Referral,Android,2024-02-10
U04049,45-54,Tier 3,High,Referral,Android,2024-02-16
U04050,18-24,Tier 2,Low,Referral,Android,2024-01-14
U04051,45-54,Tier 3,Mid,Organic,Android,2024-01-12
U04052,35-44,Tier 2,Mid,Organic,Android,2024-01-01
U04053,35-44,Tier 1,Mid,Branch,Android,2024-02-09
U04054,25-34,Tier 1,Mid,Branch,Android,2024-02-26
U04055,35-44,Tier 2,Low,Paid Ads,Android,2024-02-16
U04056,18-24,Tier 3,High,Branch,iOS,2024-04-07
U04057,35-44,Tier 3,Mid,Paid Ads,Android,2024-02-04
U04058,18-24,Tier 1,High,Organic,Android,2024-01-14
U04059,45-54,Tier 1,Mid,Organic,iOS,2024-01-17
U04060,55+,Tier 1,High,Branch,Android,2024-01-12
U04061,18-24,Tier 3,Mid,Paid Ads,iOS,2024-01-24
U04062,18-24,Tier 3,High,Partnership,iOS,2024-02-25
U04063,35-44,Tier 2,Mid,Partnership,Android,2024-02-27
U04064,18-24,Tier 1,Mid,Referral,iOS,2024-03-12
U04065,45-54,Tier 2,Mid,Organic,Android,2024-03-12
U04066,18-24,Tier 2,High,Organic,iOS,2024-03-06
U04067,18-24,Tier 1,High,Organic,Android,2024-02-22
U04068,55+,Tier 2,Mid,Organic,Android,2024-01-14
U04069,35-44,Tier 1,Mid,Referral,iOS,2024-01-04
U04070,35-44,Tier 1,Low,Organic,Android,2024-01-12
U04071,25-34,Tier 3,Mid,Organic,iOS,2024-02-15
U04072,35-44,Tier 2,Low,Referral,Android,2024-03-11
U04073,25-34,Tier 1,Mid,Referral,Android,2024-01-12
U04074,25-34,Tier 2,High,Paid Ads,Android,2024-03-17
U04075,35-44,Tier 1,Low,Referral,Android,2024-03-17
U04076,25-34,Tier 2,Mid,Paid Ads,Android,2024-04-10
U04077,25-34,Tier 2,Mid,Branch,Android,2024-02-11
U04078,18-24,Tier 2,Low,Organic,Android,2024-04-20
U04079,35-44,Tier 2,Mid,Organic,iOS,2024-02-19
U04080,18-24,Tier 1,Mid,Partnership,Android,2024-01-02
U04081,35-44,Tier 1,Low,Paid Ads,iOS,2024-02-07
U04082,18-24,Tier 2,High,Partnership,Android,2024-02-22
U04083,25-34,Tier 1,High,Organic,Android,2024-02-19
U04084,35-44,Tier 2,Low,Partnership,Android,2024-04-09
U04085,18-24,Tier 1,Low,Branch,iOS,2024-01-11
U04086,18-24,Tier 1,Mid,Paid Ads,Android,2024-04-02
U04087,18-24,Tier 1,Mid,Organic,Android,2024-04-25
U04088,25-34,Tier 3,Low,Partnership,iOS,2024-03-12
U04089,35-44,Tier 1,Low,Partnership,Android,2024-04-25
U04090,18-24,Tier 2,Mid,Partnership,iOS,2024-02-01
U04091,35-44,Tier 1,High,Organic,Android,2024-03-14
U04092,25-34,Tier 1,Mid,Partnership,Android,2024-03-07
U04093,25-34,Tier 2,Mid,Organic,Android,2024-01-22
U04094,45-54,Tier 2,High,Organic,Android,2024-03-28
U04095,25-34,Tier 2,Mid,Paid Ads,iOS,2024-02-18
U04096,25-34,Tier 3,Mid,Referral,iOS,2024-01-22
U04097,18-24,Tier 1,Mid,Paid Ads,Android,2024-01-18
U04098,18-24,Tier 1,High,Paid Ads,iOS,2024-02-04
U04099,18-24,Tier 3,Mid,Organic,Android,2024-02-08
U04100,18-24,Tier 1,High,Paid Ads,Android,2024-02-04
U04101,25-34,Tier 2,Mid,Branch,Android,2024-03-04
U04102,25-34,Tier 2,Mid,Organic,Android,2024-01-19
U04103,25-34,Tier 1,Low,Paid Ads,Android,2024-01-09
U04104,18-24,Tier 2,Mid,Referral,Android,2024-01-22
U04105,18-24,Tier 1,Mid,Paid Ads,Android,2024-02-25
U04106,35-44,Tier 1,Low,Referral,iOS,2024-02-05
U04107,55+,Tier 1,Mid,Referral,iOS,2024-02-23
U04108,18-24,Tier 3,Low,Organic,Android,2024-02-08
U04109,45-54,Tier 1,High,Branch,Android,2024-03-02
U04110,25-34,Tier 2,Low,Paid Ads,Android,2024-04-10
U04111,25-34,Tier 3,High,Paid Ads,iOS,2024-01-10
U04112,25-34,Tier 2,Mid,Referral,Android,2024-02-16
U04113,18-24,Tier 2,Low,Paid Ads,Android,2024-02-02
U04114,18-24,Tier 2,Mid,Referral,iOS,2024-02-01
U04115,25-34,Tier 1,Low,Referral,Android,2024-04-02
U04116,25-34,Tier 2,Mid,Paid Ads,Android,2024-03-21
U04117,45-54,Tier 2,Mid,Referral,Android,2024-03-04
U04118,25-34,Tier 3,Low,Organic,Android,2024-03-17
U04119,18-24,Tier 3,High,Paid Ads,iOS,2024-03-19
U04120,35-44,Tier 3,Low,Partnership,Android,2024-01-26
U04121,18-24,Tier 3,Mid,Organic,Android,2024-02-28
U04122,25-34,Tier 2,Mid,Organic,Android,2024-01-14
U04123,35-44,Tier 2,Mid,Organic,Android,2024-01-18
U04124,45-54,Tier 3,Mid,Branch,Android,2024-02-08
U04125,35-44,Tier 1,Mid,Partnership,Android,2024-01-01
U04126,35-44,Tier 3,Mid,Paid Ads,Android,2024-02-20
U04127,35-44,Tier 1,Mid,Branch,Android,2024-02-12
U04128,45-54,Tier 2,Low,Referral,Android,2024-04-17
U04129,18-24,Tier 2,Mid,Branch,Android,2024-03-20
U04130,18-24,Tier 3,Low,Referral,iOS,2024-02-18
U04131,18-24,Tier 1,Low,Organic,Android,2024-04-12
U04132,18-24,Tier 2,Mid,Paid Ads,iOS,2024-04-20
U04133,35-44,Tier 2,Mid,Referral,Android,2024-02-12
U04134,25-34,Tier 1,Mid,Paid Ads,iOS,2024-02-26
U04135,25-34,Tier 2,Mid,Referral,Android,2024-02-12
U04136,18-24,Tier 2,Mid,Paid Ads,Android,2024-02-25
U04137,35-44,Tier 2,Mid,Referral,Android,2024-04-14
U04138,25-34,Tier 1,Low,Organic,Android,2024-04-15
U04139,35-44,Tier 2,Mid,Branch,iOS,2024-04-20
U04140,25-34,Tier 2,Mid,Partnership,Android,2024-03-24
U04141,25-34,Tier 1,Mid,Branch,Android,2024-03-17
U04142,18-24,Tier 1,Mid,Paid Ads,iOS,2024-01-18
U04143,18-24,Tier 3,Mid,Paid Ads,Android,2024-02-08
U04144,35-44,Tier 2,Mid,Paid Ads,Android,2024-02-11
U04145,45-54,Tier 2,Mid,Organic,Android,2024-03-18
U04146,25-34,Tier 1,Mid,Organic,Android,2024-03-29
U04147,18-24,Tier 1,Mid,Referral,iOS,2024-01-26
U04148,25-34,Tier 1,Low,Partnership,Android,2024-03-02
U04149,35-44,Tier 1,Low,Organic,Android,2024-02-10
U04150,35-44,Tier 2,Low,Branch,Android,2024-01-23
U04151,18-24,Tier 2,Mid,Paid Ads,Android,2024-02-20
U04152,18-24,Tier 2,High,Paid Ads,Android,2024-02-10
U04153,35-44,Tier 1,Mid,Organic,Android,2024-02-07
U04154,25-34,Tier 2,Low,Referral,Android,2024-04-04
U04155,18-24,Tier 1,Mid,Branch,iOS,2024-03-29
U04156,18-24,Tier 1,High,Referral,Android,2024-03-22
U04157,25-34,Tier 3,High,Referral,Android,2024-03-03
U04158,45-54,Tier 2,Mid,Organic,Android,2024-03-14
U04159,55+,Tier 2,High,Organic,iOS,2024-04-10
U04160,25-34,Tier 1,Low,Organic,Android,2024-02-01
U04161,25-34,Tier 3,Low,Paid Ads,iOS,2024-02-11
U04162,18-24,Tier 2,Low,Paid Ads,iOS,2024-02-18
U04163,25-34,Tier 2,Mid,Paid Ads,iOS,2024-02-05
U04164,25-34,Tier 1,Low,Organic,Android,2024-04-14
U04165,25-34,Tier 3,Mid,Partnership,Android,2024-04-10
U04166,25-34,Tier 3,Mid,Partnership,Android,2024-02-20
U04167,18-24,Tier 3,Mid,Organic,iOS,2024-02-16
U04168,18-24,Tier 1,High,Referral,iOS,2024-01-15
U04169,25-34,Tier 1,Low,Organic,iOS,2024-03-13
U04170,18-24,Tier 1,Mid,Partnership,Android,2024-01-26
U04171,18-24,Tier 1,Mid,Paid Ads,Android,2024-03-16
U04172,55+,Tier 3,Low,Branch,Android,2024-03-10
U04173,25-34,Tier 1,Mid,Organic,Android,2024-01-24
U04174,25-34,Tier 1,High,Paid Ads,Android,2024-03-28
U04175,45-54,Tier 1,High,Organic,Android,2024-04-08
U04176,55+,Tier 1,High,Referral,iOS,2024-03-11
U04177,25-34,Tier 1,Mid,Paid Ads,Android,2024-01-04
U04178,35-44,Tier 2,Mid,Organic,iOS,2024-04-03
U04179,25-34,Tier 2,Low,Paid Ads,iOS,2024-02-29
U04180,25-34,Tier 1,Low,Paid Ads,Android,2024-03-31
U04181,25-34,Tier 1,Low,Partnership,Android,2024-01-27
U04182,35-44,Tier 1,Mid,Referral,Android,2024-02-26
U04183,35-44,Tier 1,High,Branch,Android,2024-04-12
U04184,25-34,Tier 2,Mid,Branch,Android,2024-02-07
U04185,18-24,Tier 2,Mid,Branch,Android,2024-04-16
U04186,25-34,Tier 2,Mid,Partnership,iOS,2024-03-29
U04187,18-24,Tier 2,Mid,Partnership,Android,2024-01-09
U04188,25-34,Tier 1,High,Paid Ads,iOS,2024-04-14
U04189,35-44,Tier 3,Low,Organic,iOS,2024-04-18
U04190,35-44,Tier 3,Mid,Paid Ads,Android,2024-04-11
U04191,35-44,Tier 3,Mid,Paid Ads,Android,2024-04-11
U04192,45-54,Tier 1,Low,Branch,iOS,2024-02-22
U04193,25-34,Tier 3,Mid,Paid Ads,Android,2024-03-27
U04194,35-44,Tier 3,High,Referral,Android,2024-03-04
U04195,25-34,Tier 3,Low,Paid Ads,iOS,2024-01-18
U04196,18-24,Tier 1,Low,Branch,Android,2024-03-22
U04197,18-24,Tier 2,Low,Organic,Android,2024-02-08
U04198,18-24,Tier 3,Mid,Referral,Android,2024-01-31
U04199,25-34,Tier 2,Mid,Paid Ads,Android,2024-02-02
U04200,25-34,Tier 2,Mid,Organic,iOS,2024-03-25
U04201,35-44,Tier 3,Mid,Organic,iOS,2024-01-20
U04202,18-24,Tier 1,High,Referral,Android,2024-04-01
U04203,18-24,Tier 2,Mid,Partnership,iOS,2024-02-24
U04204,55+,Tier 2,High,Organic,iOS,2024-04-11
U04205,18-24,Tier 3,High,Referral,Android,2024-02-18
U04206,25-34,Tier 1,Mid,Partnership,Android,2024-01-10
U04207,25-34,Tier 2,Mid,Branch,Android,2024-02-27
U04208,25-34,Tier 2,High,Branch,Android,2024-03-17
U04209,18-24,Tier 2,High,Referral,Android,2024-03-02
U04210,18-24,Tier 2,Low,Branch,Android,2024-03-15
U04211,18-24,Tier 3,Low,Organic,Android,2024-02-21
U04212,25-34,Tier 3,High,Paid Ads,iOS,2024-03-09
U04213,25-34,Tier 1,Low,Paid Ads,iOS,2024-03-05
U04214,18-24,Tier 1,High,Organic,Android,2024-04-21
U04215,25-34,Tier 1,Mid,Paid Ads,iOS,2024-03-29
U04216,35-44,Tier 1,Low,Organic,Android,2024-02-23
U04217,18-24,Tier 2,Low,Partnership,Android,2024-03-10
U04218,25-34,Tier 3,Low,Referral,Android,2024-01-05
U04219,35-44,Tier 3,Low,Paid Ads,iOS,2024-04-11
U04220,18-24,Tier 1,Mid,Organic,iOS,2024-02-16
U04221,25-34,Tier 1,Mid,Organic,iOS,2024-03-30
U04222,25-34,Tier 2,High,Branch,iOS,2024-04-24
U04223,45-54,Tier 2,Mid,Partnership,Android,2024-04-13
U04224,35-44,Tier 1,Mid,Branch,iOS,2024-03-09
U04225,25-34,Tier 3,Mid,Referral,Android,2024-03-17
U04226,35-44,Tier 3,Mid,Organic,Android,2024-03-22
U04227,25-34,Tier 1,Mid,Paid Ads,Android,2024-01-11
U04228,25-34,Tier 3,Low,Paid Ads,iOS,2024-01-14
U04229,25-34,Tier 1,Low,Organic,Android,2024-04-08
U04230,18-24,Tier 2,Low,Paid Ads,Android,2024-02-01
U04231,35-44,Tier 2,Low,Referral,Android,2024-03-25
U04232,25-34,Tier 1,Mid,Organic,Android,2024-03-26
U04233,25-34,Tier 3,Low,Referral,Android,2024-02-15
U04234,45-54,Tier 2,High,Paid Ads,Android,2024-01-22
U04235,18-24,Tier 2,High,Paid Ads,Android,2024-03-23
U04236,25-34,Tier 1,High,Paid Ads,iOS,2024-03-19
U04237,18-24,Tier 1,High,Paid Ads,iOS,2024-01-06
U04238,35-44,Tier 1,Low,Organic,Android,2024-03-13
U04239,35-44,Tier 2,Mid,Branch,iOS,2024-03-23
U04240,25-34,Tier 2,Low,Branch,Android,2024-03-27
U04241,35-44,Tier 1,High,Paid Ads,Android,2024-03-23
U04242,25-34,Tier 2,High,Organic,Android,2024-02-21
U04243,35-44,Tier 2,High,Paid Ads,Android,2024-04-06
U04244,25-34,Tier 2,Mid,Paid Ads,Android,2024-02-12
U04245,25-34,Tier 2,Mid,Branch,Android,2024-04-11
U04246,45-54,Tier 3,Low,Branch,Android,2024-02-25
U04247,18-24,Tier 2,Low,Partnership,Android,2024-01-14
U04248,18-24,Tier 2,Mid,Organic,iOS,2024-01-02
U04249,25-34,Tier 1,Mid,Branch,Android,2024-01-13
U04250,55+,Tier 1,High,Paid Ads,iOS,2024-02-03
U04251,25-34,Tier 1,Low,Partnership,Android,2024-01-29
U04252,18-24,Tier 2,High,Referral,iOS,2024-03-06
U04253,25-34,Tier 1,Mid,Referral,Android,2024-04-05
U04254,25-34,Tier 1,High,Paid Ads,iOS,2024-03-07
U04255,18-24,Tier 2,High,Organic,iOS,2024-03-12
U04256,35-44,Tier 1,High,Referral,Android,2024-03-15
U04257,55+,Tier 1,Low,Partnership,Android,2024-03-29
U04258,25-34,Tier 1,High,Organic,Android,2024-03-14
U04259,25-34,Tier 2,Low,Organic,iOS,2024-01-29
U04260,25-34,Tier 1,Low,Organic,Android,2024-02-27
U04261,18-24,Tier 2,Mid,Referral,Android,2024-02-17
U04262,45-54,Tier 2,High,Branch,Android,2024-02-20
U04263,25-34,Tier 2,Mid,Organic,Android,2024-02-29
U04264,25-34,Tier 2,High,Organic,Android,2024-04-08
U04265,35-44,Tier 3,Mid,Branch,iOS,2024-03-27
U04266,25-34,Tier 1,Low,Partnership,Android,2024-03-16
U04267,25-34,Tier 1,High,Organic,iOS,2024-03-29
U04268,18-24,Tier 1,Low,Partnership,Android,2024-03-05
U04269,35-44,Tier 1,High,Paid Ads,Android,2024-01-20
U04270,45-54,Tier 1,Mid,Partnership,Android,2024-02-14
U04271,25-34,Tier 1,Mid,Paid Ads,iOS,2024-01-04
U04272,55+,Tier 2,Mid,Branch,Android,2024-03-02
U04273,18-24,Tier 2,Low,Organic,Android,2024-01-14
U04274,25-34,Tier 1,Mid,Organic,Android,2024-02-07
U04275,25-34,Tier 2,Low,Referral,Android,2024-02-23
U04276,25-34,Tier 1,Low,Referral,iOS,2024-01-11
U04277,25-34,Tier 1,Low,Branch,Android,2024-01-15
U04278,25-34,Tier 2,Mid,Paid Ads,Android,2024-04-16
U04279,18-24,Tier 1,Mid,Organic,Android,2024-04-03
U04280,25-34,Tier 1,Mid,Referral,Android,2024-01-19
U04281,18-24,Tier 1,High,Referral,Android,2024-02-14
